,townland,town,population,lat,lng
11623,Kill (ED Largymore),An Leargaidh Mhór,35,54.6324455,-8.523411429
11624,Killaghtee,Dunkineely,16,54.626700650000004,-8.374062963557884
11625,Killindarragh,Anagaire,30,,
11627,Killavee,Grianfort,11,,
11628,Killeen,Carrickboy,31,,
11629,Killin (ED Bonnyglen),Bonnyglen,30,54.694983449999995,-8.264832742676234
11630,Killin (ED Malin),Malin,12,55.32003785,-7.300619419288257
11631,Killinangel Beg,Ballintra,22,54.5530329,-8.17840657495852
11632,Killinangel More,Ballintra,22,54.561587200000005,-8.178498172265904
11633,Killoughcarran,Caisleán na dTuath,36,55.109437,-7.894713412950596
11634,Killult,Na Croisbhealaí,186,55.1323355,-8.1297894
11635,Killultan,Dunkineely,7,,
11636,Killybegs,Killybegs,555,54.6362345,-8.4442592
11637,Killyclug,Edenacarnan,466,54.975556,-7.773889
11639,Killydesert,Edenacarnan,23,54.9977638,-7.7683466793945914
11640,Killydonnell,Rathmelton,33,55.017325549999995,-7.600130900431312
11642,Killygarvan Upper,Rathmullan,6,55.121363450000004,-7.534238084302568
11643,Killygordon,Killygordon,434,54.7972,-7.683303
11644,Killylastin,Edenacarnan,413,54.9793059,-7.755329423979054
11645,Killymasny,Killymasny,82,54.91775055,-7.8582026630949215
11646,Killynure or Wilson'sfort,Convoy,127,,
11647,Killyverry,Newtown Cunningham,82,54.991944,-7.541944
11648,Kilmackilloo,Críoch na Sméar,59,55.115461749999994,-7.92409557269152
11649,Kilmacreddan,Inver,60,54.64097,-8.31754862619508
11650,Kilmacrenan,Kilmacrenan,535,55.0305186,-7.7792108
11651,Kilmonaster Lower,Clonleigh South,15,54.83241955,-7.5768973518121285
11652,Kilmonaster Middle,Clonleigh South,20,54.82660405,-7.5756016858330355
11653,Kilmore,Gartán,26,,
11655,Kilpheak,Killymasny,48,54.9450132,-7.8790349727738445
11656,Kilrean,An Clochán,23,54.781109,-8.3200694
11657,Kilrean Lower,Ard an Rátha,14,54.7776454,-8.343527941962844
11658,Kilrean Upper,Ard an Rátha,136,54.7697819,-8.301648667394842
11659,Kilross,Stranorlar,19,54.834722,-7.745278
11660,Kiltole,Figart,461,54.859054900000004,-7.647098759225891
11662,Kiltown,Killygordon,10,54.7995073,-7.661333225060752
11663,Kiltoy,Castlewray,101,54.963128,-7.7013665
11665,Kiltyfergal,An Clochán,63,54.82623555,-7.904346319043093
11667,Kimmid,Pettigoe,19,54.55528985,-7.850728446489402
11668,Kincaslough,Inis Mhic an Doirn,37,55.0252359,-8.39086010962452
11669,Kincraigy,Kincraigy,49,54.92192025,-7.6476839081823815
11671,Kindroghed,Gleneely,16,55.2627766,-7.1338873
11673,Kingarrow,Baile na Finne,26,54.9,-8.038333
11674,Kinletter,Knock,66,54.7610183,-7.787370441727609
11676,Kinnacally,St. Johnstown,31,54.931427,-7.493475510503178
11677,Kinnaderry,An Clochán,31,54.82716995,-7.879609900147131
11678,Kinnagoe,Illies,91,55.161708,-7.4032536
11679,Kinnakillew,Cill Ghabhlaigh,33,54.7166813,-8.696723
11680,Kinnalargy,Ros Goill,73,55.1989306,-7.819748307587983
11681,Kinnalough,Fánaid Thuaidh,21,55.2369188,-7.67153700381073
11682,Kinnea,Dunaff,100,55.274335300000004,-7.4736561624109825
11684,Kinnoghty,Gleann Gheis,44,54.76196405,-8.44142316481868
11686,Kirkneedy,Killymasny,27,54.9066418,-7.808257
11687,Kirkstown,Ballymacool,103,54.958373,-7.7822371
11688,Knader,Ballyshannon Rural,83,54.502861100000004,-8.150397834189384
11689,Knock (ED Culdaff),Culdaff,15,55.28854575,-7.143460358045939
11690,Knock (ED Knock),Knock,160,54.780034549999996,-7.771837231720218
11691,Knockagar,Eanymore,30,54.684302900000006,-8.167740171732483
11692,Knockagarran,Convoy,65,54.838886,-7.722910648125581
11693,Knockamany,Ardmalin,10,55.3295666,-7.332341809219533
11694,Knockastoller,Machaire Chlochair,273,55.05091165,-8.293999798467521
11696,Knockbrack (ED Carrowkeel),An Cheathrú Chaol,25,55.18852745,-7.643027754407779
11697,Knockbrack (ED Magheraboy),Magheraboy,135,54.913333,-7.683056
11699,Knockergrana,Culdaff,8,55.26782155,-7.131749228771336
11700,Knockfair,Stranorlar,20,,
11701,Knockfola,Mín an Chladaigh,182,55.142222,-8.28
11702,Knockglass,Ardmalin,6,55.327877599999994,-7.313148614392482
11703,Knocknabollan,Kilmacrenan,41,55.0500011,-7.811387791430439
11704,Knocknafaugher,Ards,17,55.1685793,-7.939602
11705,Knocknahorna,Inver,41,54.644935149999995,-8.325329930989806
11706,Knocknamona,Letterkenny Rural,353,54.9635762,-7.724591703995339
11707,Knocknashangan,Carrickboy,12,54.47740125,-8.118386245175872
11708,Knockrawer,Castlefinn,16,54.8304027,-8.1925368
11709,Knockybrin,Castlewray,49,54.9835076,-7.706337
11710,Labbadish,Kincraigy,77,54.933333,-7.616667
11712,Lackagh,Dawros,43,54.83916465,-8.484832459803922
11715,Lackcrom,Haugh,13,54.703333,-8.117778
11716,Lacklea,An Ghrafaidh,14,54.784037049999995,-8.178673137166317
11717,Lacklom,Ballintra,14,54.58601555,-8.156118842437415
11718,Lacknacoo,Gartán,20,55.0099128,-7.9201252235752
11719,Laconnell,Inis Caoil,35,54.760278,-8.499722
11721,Laddan,Fánaid Thiar,16,55.22406105,-7.727628429260123
11723,Lagacurry,Ballyliffin,59,55.31,-7.339722
11725,Laghy,Laghy,82,54.6156354,-8.0884261
11728,Laheen,Cavangarden,30,54.537778,-8.138889
11729,Lane Head,Castlewray,33,55.0624448,-7.3544686
11730,Laraghirril,Culdaff,40,55.26640075,-7.162529796503974
11731,Larganreagh,Ros Goill,124,55.199167,-7.83
11734,Largnalarkan,Baile na Finne,11,54.88114,-8.034993759162898
11735,Largnalore,An Clochán,22,54.84748845,-7.852218441914602
11736,Largybrack,Inis Caoil,8,54.73601975,-8.599827124720607
11737,Largymore,An Leargaidh Mhór,11,,
11738,Largynagreana,Killybegs,9,54.649316150000004,-8.459740814524741
11739,Largysillagh,Crownarad,75,54.64177995,-8.510851478395796
11740,Leabgarrow (Aran Island),Árainn Mhór,115,54.995065249999996,-8.503475483498871
11741,Leabrannagh (Aran Island),Árainn Mhór,23,54.978954099999996,-8.528841664717927
11743,Leaght,Killygordon,79,54.816111,-7.6475
11744,Leamacrossan,Whitecastle,25,55.1503333,-7.247043762223097
11745,Leamagowra,Inis Caoil,3,54.72531605,-8.507686062139873
11746,Leat Beg,Fánaid Thiar,25,55.200679550000004,-7.762193584225528
11748,Leckbeg,Inis Mhic an Doirn,21,54.986690100000004,-8.43807560898458
11749,Leckenagh,Inis Mhic an Doirn,145,54.976444900000004,-8.418978072925992
11750,Lederg,Desertegny,17,55.21420985,-7.526188940018315
11751,Lefinn,Inis Mhic an Doirn,36,54.977705549999996,-8.377547478862093
11752,Legacurry,Tullynaught,8,54.62418475,-8.123067415989397
11754,Legaltan,Ballyshannon Rural,31,54.520074449999996,-8.192151659557501
11755,Legboy,Grianfort,8,55.2053413,-7.6724543
11756,Leggandorragh,Clonleigh South,8,54.82486065,-7.508304991766128
11757,Leghawny,Tullynaught,89,54.66390885,-8.006108900237969
11758,Legland (ED Killygarvan),Killygarvan,5,55.117844250000005,-7.572796054792198
11759,Legland (ED Lettermore),Lettermore,20,54.875876700000006,-7.77327651676551
11760,Legmuckduff,Glenalla,36,55.074169299999994,-7.675654029671902
11761,Legnabraid or Cunninghamstown,Clonleigh South,21,,
11763,Legnahoory,Edenacarnan,111,55.003611,-7.804722
11765,Legnanornoge,Ballintra,25,54.5722945,-8.080149743121396
11766,Legnatraw,St. Johnstown,55,54.9109889,-7.498275960506938
11768,Lehardan,Cnoc Colbha,60,55.143056,-7.564444
11769,Leitrim (ED Castleforward),Castleforward,16,54.9896803,-7.450547497064778
11770,Leitrim (ED Turmone),Turmone,60,55.24516345,-7.09460130393947
11772,Lenan,Dunaff,102,55.250556,-7.515833
11773,Lergadaghtan (ED Glencolumbkille),Gleann Cholm Cille,32,54.63629215,-8.647612241168673
11774,Lergadaghtan (ED Largymore),An Leargaidh Mhór,8,54.61906065,-8.57616029847436
11777,Lergynasearhagh,Inis Caoil,10,54.7268916,-8.568632152933219
11778,Letter (ED Dunaff),Dunaff,115,55.2633783,-7.486520070656372
11779,Letter (ED Fahan),Fahan,33,55.0821105,-7.4381727
11781,Letter (ED Kilmacrenan),Kilmacrenan,129,55.03036625,-7.748071980551991
11782,Letter (ED Largymore),An Leargaidh Mhór,41,54.6277477,-8.57038102088729
11783,Letterbarra,Eanymore,61,54.690556,-8.181667
11784,Letterbrick,An Clochán,82,54.865341099999995,-7.988676270917969
11785,Lettercau,Cró Bheithe,19,54.97817405,-8.283045604848073
11786,Lettercran,Grousehall,9,54.60928765,-7.719560366188577
11787,Letterfad (ED Eanymore),Eanymore,26,54.7227755,-8.166154374912235
11788,Letterfad (ED Kilmacrenan),Kilmacrenan,10,55.04569,-7.794540601736784
11789,Lettergull,Feddyglass,16,54.9008898,-7.5256961
11790,Letterilly,Na Gleannta,49,54.809778550000004,-8.325628331011988
11791,Letterkenny,Letterkenny Urban,2199,54.9517933,-7.7354381
11792,Letterleague,Corravaddy,86,54.9185209,-7.7705328
11793,Lettermakenny,Stranorlar,66,54.828333,-7.787222
11794,Lettermore (ED Binbane),An Bhinn Bhán,10,54.711667,-8.242222
11795,Lettermore (ED Lettermore),Lettermore,45,54.8615998,-7.7705697
11797,Lettershanbo (ED Cloghan),An Clochán,42,54.8509339,-7.888774404209864
11798,Lettershanbo (ED Lettermore),Lettermore,21,54.8821757,-7.814504858599687
11799,Lettertreane,Eanymore,38,54.70321745,-8.180357510526191
11800,Liafin,Desertegny,106,55.183686050000006,-7.494987136950276
11801,Lifford,Clonleigh South,408,54.8330888,-7.4836241
11803,Lifford Common,Clonleigh South,239,54.83635485,-7.498166653700565
11805,Linsfort,Desertegny,89,55.171944,-7.497222
11806,Lisavaddy,Corkermore,7,54.656389,-8.352222
11807,Lisclamerty,Kincraigy,26,54.916080750000006,-7.624540684645932
11808,Liscooly,Killygordon,19,54.799444,-7.642778
11809,Lisfannan (ED Burt),Burt,19,55.04050545,-7.4023967169891565
11810,Lisfannan (ED Fahan),Fahan,219,,
11811,Liskeeraghan,Gleann Gheis,16,54.786294999999996,-8.482102000074624
11812,Liskeran,Stranorlar,11,54.84069195,-7.7967106843000735
11813,Liskey,Clonleigh North,41,54.845336200000006,-7.552512400850219
11814,Lismintan or Ballyruddelly,Ballintra,98,,
11815,Lismoghry,Treantaghmucklagh,70,54.9381234,-7.5499685
11816,Lismonaghan,Corravaddy,696,54.9342236,-7.7404747
11818,Lismullyduff,Gleneely,109,54.7464027,-7.7453867
11820,Lisnamulligan,Cloghard,28,54.779879300000005,-7.6181823754219735
11822,Lisnanees Upper,Castlewray,35,54.9875234,-7.6905984
11823,Lisnapaste,Ballintra,84,54.593417,-8.085552791241305
11825,Lisnaree (ED Stranorlar),Stranorlar,19,54.83536225,-7.7394647101891
11826,Lisnenan,Letterkenny Rural,633,54.9707989,-7.7082992
11828,Lissacholly,Carrickboy,56,54.4776288,-8.142771635670812
11831,Listack,Corravaddy,8,54.910556,-7.770556
11832,Listannagh,Feddyglass,15,54.88372,-7.509562184110836
11833,Listellian,Magheraboy,233,54.9193197,-7.6977429
11834,Listicall Lower,Killea,58,54.96757395,-7.47869807173079
11835,Listicall Upper,Killea,15,54.9648935,-7.498085583744003
11837,Longfield (ED Lettermacaward),Leitir Mhic an Bhaird,15,54.84819505,-8.331350045630959
11838,Longhill (ED Glenalla),Glenalla,12,55.0705952,-7.640005554358829
11839,Losset,Gartán,43,55.031667,-7.882778
11841,Loughagannon,Castlewray,27,54.9957402,-7.694997272880752
11842,Loughagher,Cró Bheithe,11,54.97335875,-8.235716678084511
11843,Loughanure,Anagaire,387,54.997222,-8.290833
11844,Loughaskerry,An Tearmann,12,55.0345581,-7.9213167
11850,Lougheask Demesne,Loch Iascaigh,89,54.6893398,-8.066009334193245
11852,Lougherbraghy,Malin,30,55.33752245,-7.234732142203708
11854,Loughfad (ED Maas),Maas,70,54.8240106,-8.409366338727011
11857,Loughmuck,Gleann Léithín,8,54.853921299999996,-8.117659562499995
11858,Loughmuilt,Dunkineely,19,54.67092725,-8.369748002084453
11859,Loughnagin,Castlewray,243,54.9714402,-7.690673279811811
11862,Loughros Glebe,Glenalla,26,55.07590775,-7.665458489259043
11864,Loughsalt,An Machaire,9,54.91611795,-8.397685471159093
11866,Loughnambraddan,Baile na Finne,14,54.871081700000005,-8.14422884926818
11867,Lower Maymore,St. Johnstown,41,54.91213045,-7.456948598635737
11869,Luddan,Buncrana Rural,317,55.116111,-7.451111
11871,Lughveen,An Ghrafaidh,7,54.8451801,-8.088217803308327
11872,Lunniagh,Machaire Chlochair,170,55.09422375,-8.297973123258103
11873,Lurgabrack,Dún Fionnachaidh,50,55.1884759,-7.995230872395126
11875,Lurgan,Ballintra,12,54.548696500000005,-8.159393077322564
11876,Lurganboy (ED Ardara),Ard an Rátha,13,54.76052095,-8.396654871320337
11877,Lurganboy (ED Donegal),Donegal,32,55.1244413,-7.5842245
11878,Lurganboy (ED Greenfort),Grianfort,3,55.22293485,-7.612291308502199
11879,Lurganboy (ED Killygarvan),Killygarvan,22,55.1244413,-7.5842245
11880,Lurganbrack,Cnoc Colbha,20,55.16616915,-7.59587518700738
11881,Lurganshannagh,Clonleigh North,14,54.849829099999994,-7.568772620725559
11882,Lurgy,Magheraboy,17,54.920186,-7.683222852976934
11883,Lurgybrack,Magheraboy,18,54.9347817,-7.6978331016207475
11884,Maas,Maas,59,,
11885,Macmeenstown,Convoy,26,54.86859775,-7.685156737947244
11886,Madavagh,Leitir Mhic an Bhaird,61,54.8541107,-8.30604368408872
11887,Magheestown,Figart,15,54.89561365,-7.585203130087963
11888,Maghera,Inis Caoil,8,54.7620704,-8.5271702
11889,Maghera Beg,Manorcunningham,37,54.9655951,-7.61465803158119
11890,Maghera More,Manorcunningham,13,54.9580048,-7.62862927573142
11891,Magherabeg (ED Fahan),Fahan,149,55.0665716,-7.4429506
11892,Magherabeg (ED Rosguill),Ros Goill,93,55.20000885,-7.82877515160553
11893,Magherablad,Caisleán na dTuath,24,55.13495965,-7.885065097635659
11895,Magheraboy (ED Killygordon),Killygordon,85,54.806672250000005,-7.654515800063866
11896,Magheraboy (ED Magheraboy),Magheraboy,45,54.93977615,-7.660819385528683
11897,Magheraboy (ED Raphoe),Raphoe,68,54.876202750000004,-7.588098122825242
11899,Magheracar,Bundoran Rural/Bundoran Urban,1285,54.47085865,-8.287791946358329
11900,Magheraclogher,Machaire Chlochair,444,55.06415115,-8.298831932557864
11902,Magheracloy,Treantaghmucklagh,32,54.92114945,-7.520483427922966
11903,Magheracorran,Convoy,47,54.846901599999995,-7.734162239004635
11904,Magheradrumman (ED Ballyarr),Ballyarr,108,55.063970350000005,-7.681033898809526
11905,Magheradrumman (ED Fanad North),Fánaid Thuaidh,65,55.23873115,-7.664773447813075
11906,Magheradrumman (ED Gleneganon),Glennagannon,232,55.224642349999996,-7.213488679679203
11907,Magheragallan,Machaire Chlochair,214,55.08097985,-8.300329680668629
11908,Magherahaan,Raphoe,40,54.861777849999996,-7.588554335004085
11909,Magherahee,Castlefinn,20,54.84549975,-7.637229024521324
11910,Magheralahan,Whitecastle,6,55.2756204,-7.3268302
11911,Magheramagorgan,Carraig Airt,9,55.1636968,-7.821791866186954
11912,Magheramenagh,Dún Fionnachaidh,39,55.155842699999994,-8.001232918983302
11916,Magheranan,Castlewray,446,54.9569334,-7.699073178683694
11917,Magheranappan,Convoy,91,54.863034,-7.713599925948211
11918,Magheranaul,Ballyliffin,52,,
11919,Magherapaste,Stranorlar,18,54.80955805,-7.781948382482089
11920,Magherareagh,Castlefinn,23,54.799829149999994,-7.557437335628843
11921,Magheraroarty (ED Creeslough),An Craoslach,14,55.128448750000004,-7.8942475773324325
11922,Magheraroarty (ED Gortahork),Gort an Choirce,217,55.1411146,-8.1728335
11923,Magheraroarty Mountain,Gort an Choirce,41,55.105765500000004,-8.210448296399935
11925,Magherasollus,Figart,31,54.884598249999996,-7.582081310279424
11926,Magheravall or Midcut,Lettermore,12,,
11927,Magherawardan,An Cheathrú Chaol,33,55.18139995,-7.603838675722452
11931,Maghery Glebe,An Machaire,100,54.92744405,-8.435189167726218
11932,Magheryard,Malin,26,55.2978212,-7.3179354
11933,Magherycallaghan,Urney West,18,54.78838155,-7.561789385452552
11934,Malin Beg,Málainn Bhig,80,54.6684158,-8.7817659
11935,Malin More,Málainn Bhig,116,54.6873715,-8.753587014238793
11936,Manorcunningham,Manorcunningham,294,54.9546405,-7.6222695
11937,Manorcunningham Churchland,Manorcunningham,264,54.9513711,-7.626596888007837
11939,Marblehill,Ards,5,55.17433835,-7.904136368934225
11941,Masiness,An Craoslach,104,55.1298188,-7.914316
11945,Massreagh,Kilmacrenan,146,,
11948,Meenabaltin,Whitecastle,21,55.16624295,-7.216175913432098
11951,Meenabollagan,An Machaire,59,,
11953,Meenabrock (ED Corkermore),Corkermore,44,54.67405575,-8.34668290376301
11955,Meenacahan,An Bhinn Bhán,23,54.72663275,-8.265646153518116
11956,Meenacally,Donegal,30,54.681070500000004,-8.150450330842402
11957,Meenacargagh or Raneany Barr,Laghy,14,,
11958,Meenacarn,Leitir Mhic an Bhaird,20,54.8818883,-8.3143394
11959,Meenachallow,Na Gleannta,74,54.783333,-8.271667
11961,Meenacharvy,Cill Ghabhlaigh,38,54.717413050000005,-8.620455334592798
11965,Meenaclady,Mín an Chladaigh,93,55.12056045,-8.262390325461165
11969,Meenacross (ED Kilgoly),Cill Ghabhlaigh,13,54.724722,-8.651389
11970,Meenacross (ED Maghery),An Machaire,36,54.907778,-8.382222
11971,Meenacung (ED Magheraclogher),Machaire Chlochair,19,55.0455448,-8.1921448
11976,Meenadiff (ED Kilgoly),Cill Ghabhlaigh,14,54.7200354,-8.647609866889837
11977,Meenadiff (ED Mintiaghs),Mintiaghs,8,55.2189883,-7.4100085
11978,Meenadoan,Baile na Finne,20,,
11980,Meenadreen (ED Kilgoly),Cill Ghabhlaigh,9,54.719444,-8.663889
11981,Meenadreen (ED Tullynaught),Tullynaught,24,54.65681725,-7.986983290386977
11982,Meenaduff,Machaire Chlochair,89,55.2279274,-7.4115691
11985,Meenagolan (ED Fintown),Baile na Finne,34,54.86665455000001,-8.027560954841952
11986,Meenagolan (ED Gleneely),Gleneely,29,54.733889,-7.745556
11989,Meenagory,Mintiaghs,226,55.167927950000006,-7.4541218887709455
11990,Meenagowan,Leitir Mhic an Bhaird,50,54.8485725,-8.320202794747733
11991,Meenagowna,Inis Mhic an Doirn,18,54.9954667,-8.438396133016894
11992,Meenagran,An Bhinn Bhán,21,54.70399305,-8.249868293133222
11994,Meenagrauv (ED Altnapaste),Allt na Péiste,24,54.80423505,-7.89299899465256
11996,Meenagrillagh,Maas,6,54.80470915,-8.417388300229891
11997,Meenagrubby,An Ghrafaidh,12,54.81905605,-8.135574087632968
12000,Meenahinnis,Gleneely,22,54.7548399,-7.739761040145288
12001,Meenahoney,Killygordon,11,54.81628555,-7.622775956728978
12002,Meenahorna,An Clochán,6,54.85206995,-7.863712786476242
12003,Meenakillew,Gleann Gheis,25,54.71924195,-8.42949864925108
12005,Meenalaban,Lettermore,14,54.85876125,-7.835146855233388
12006,Meenalargan,Na Gleannta,24,54.8259711,-8.2844199
12008,Meenalecky,Anagaire,151,55.02894105,-8.285653909814291
12010,Meenalig,An Clochán,33,54.762213,-8.3378351
12011,Meenalooban,Desertegny,20,55.17617325,-7.506093098340692
12012,Meenamalragh,An Ghrafaidh,9,54.8165214,-8.21035803775781
12014,Meenamullaghan,Illies,12,55.143781950000005,-7.3754292919633375
12017,Meenanarwa,An Ghrafaidh,14,54.83100365,-8.099220175850682
12018,Meenaneary,Gleann Cholm Cille,79,54.69832505,-8.625194973594954
12020,Meenanillar,Machaire Chlochair,186,55.065598449999996,-8.263663031545654
12025,Meenasrone North,Gleann Léithín,15,54.8691903,-8.082701754777593
12027,Meenataggart,Haugh,9,54.720278,-8.124167
12030,Meenatinny,Suí Corr,13,54.91214865,-8.018769626979497
12031,Meenatole,Rathmelton,11,55.010504499999996,-7.697873228949398
12033,Meenavale,An Ghrafaidh,6,54.80773635,-8.152760200525766
12035,Meenavally (ED Mulmosog),Maol Mosóg,10,54.71683295,-8.407322112432912
12036,Meenavanaghan,Whitecastle,46,54.6211668,-7.9968632669354145
12038,Meenavean,Gleann Cholm Cille,16,54.673611,-8.689167
12039,Meenavoy,Stranorlar,82,54.8416981,-7.768431666013765
12042,Meenawilligan,Mín an Lábáin,7,54.967018550000006,-7.918286506380687
12044,Meenawullaghan,Inver,15,54.6713716,-8.314354397736299
12045,Meenbane,Stranorlar,17,54.84178905,-7.840879872184899
12046,Meenbannad,Inis Mhic an Doirn,117,54.9898972,-8.361143835203034
12049,Meenboy,An Leargaidh Mhór,11,54.64212295,-8.534353079957684
12051,Meencargagh (ED Dooish),Dooish,41,54.78293515,-7.856946290976125
12054,Meencorwick,Machaire Chlochair,28,54.984444,-8.241944
12056,Meendacalliagh,Illies,42,55.1754055,-7.340374611847183
12057,Meenderrygamph,Machaire Chlochair,69,55.05772315,-8.230159358483522
12058,Meenderryherk Glebe,Cró Bheithe,14,54.94189205,-8.256922314155016
12059,Meenderrynasloe,Anagaire,245,55.01604515,-8.290406507735446
12060,Meenderryowan,Anagaire,177,55.01429105,-8.335779219349563
12061,Meendoran,Straid,103,55.238056,-7.383056
12062,Meendrain,An Machaire,36,54.91627985,-8.384724697953335
12064,Meengilcarry (ED Mulmosog),Maol Mosóg,21,54.70395635,-8.397525250268604
12067,Meengilcarry (ED Cloghan),An Clochán,8,54.87550695,-8.012123220459987
12069,Meenlaragh (ED Gortahork),Gort an Choirce,177,55.144722,-8.186667
12071,Meenletterbale,Greencastle,33,55.2447325,-7.037511527555875
12072,Meenlougher,Cloghard,39,54.78327715,-7.648695632200203
12073,Meenmore,An Clochán Liath,713,54.9606219,-8.3860876
12074,Meenmore East,Baile na Finne,32,54.8859193,-8.089896756033674
12075,Meenmore West,Gleann Léithín,16,54.87929325,-8.164850788635817
12076,Meenreagh (ED Gleneely),Gleneely,44,54.729086949999996,-7.773288901211195
12077,Meenreagh (ED Loughkeel),Loch Caol,13,55.07348935,-7.7930664632582705
12078,Meenreagh (ED Rathmullan),Rathmullan,34,55.106092849999996,-7.57026641368058
12084,Meentagh,An Cheathrú Chaol,15,55.150652050000005,-7.628523425430984
12085,Meentaghconlan,Cnoc Colbha,8,55.1377322,-7.614357776090342
12086,Meentaghmore,Cnoc Colbha,20,55.153332,-7.616401926129358
12087,Meentakeeraghan,An Leargaidh Mhór,18,54.631157349999995,-8.557413713992352
12088,Meentanadea,Maol Mosóg,10,54.7368293,-8.363156567924696
12089,Meentanakill,Bonnyglen,12,54.724299450000004,-8.280662948234887
12090,Meentashesk,Gleann Gheis,4,54.7499308,-8.510476324472194
12091,Meentullynagarn,Maol Mosóg,20,54.699444,-8.404167
12094,Meentymorgal,Gleann Léithín,9,54.8631043,-8.115162002804539
12096,Meenybraddan,Bonnyglen,15,54.719722,-8.301667
12097,Meenychanon,An Leargaidh Mhór,13,54.661944,-8.563333
12098,Meenyhooghan,Killybegs,32,54.6499952,-8.45709235571864
12102,Mevagh,Ros Goill,17,55.205904950000004,-7.8161061364909425
12105,Millbrook,Rathmullan,12,,
12106,Millfarm,Urney West,9,54.781790400000006,-7.565672347381403
12107,Millford,Millford,381,55.09372165,-7.709529902668123
12108,Millsessiagh,Clonleigh South,33,54.84203545,-7.528705163485297
12110,Milltown (ED Convoy),Convoy,204,54.8650271,-7.6214686
12112,Milltown (ED Killymasny),Killymasny,49,54.9225888,-7.8075687
12114,Milltown (ED Raphoe),Raphoe,14,54.848056,-7.619722
12115,Milltown (ED Tawnawully),Tawnawully,31,54.6859196,-8.0319657
12116,Mogumna,Maol Mosóg,13,54.7509471,-8.41050652893492
12118,Momeen,Treantaghmucklagh,57,54.908979,-7.532680285622092
12119,Monargan Glebe,Ard an Rátha,65,54.756111,-8.389722
12120,Monclink,Kincraigy,28,54.94771835,-7.576783962811296
12121,Mondooey Lower,Kincraigy,32,54.925609699999995,-7.594856862450234
12122,Mondooey Middle,Kincraigy,60,54.9116501,-7.591350523749302
12123,Mondooey Upper,Kincraigy,39,54.9111269,-7.604300661832929
12124,Moneen,Clonleigh North,20,54.853659300000004,-7.512959122718836
12125,Monellan,Gleneely,92,54.7707954,-7.702254586856116
12126,Moness (ED Burt),Burt,110,55.03058235,-7.452143427841767
12127,Moness (ED St. Johnstown),St. Johnstown,21,54.919041699999994,-7.485350458333333
12128,Money Beg,Dún Lúiche,68,55.02977705,-8.153517193126506
12129,Moneymore (ED Dunlewy),Dún Lúiche,33,,
12130,Moneydarragh,Gleneely,130,55.2190871,-7.12882474720959
12131,Moneygreggan,Newtown Cunningham,70,55.00754535,-7.537383788798186
12132,Moneyhaughly,Manorcunningham,102,54.974167,-7.589722
12133,Moneymore (ED Ballintra),Ballintra,14,54.579902950000005,-8.13554133699402
12134,Moneymore (ED Newtown Cunningham),Newtown Cunningham,28,54.974817200000004,-7.539249726373043
12135,Monfad,Newtown Cunningham,59,,
12136,Mongavlin,St. Johnstown,44,54.90650455,-7.458809264560873
12137,Monglass,Castleforward,44,54.9803753,-7.4533187
12139,Monreagh (ED Killea),Killea,38,54.9584937,-7.4560851
12140,Monreagh or Barr of Kilmackilvenny,Fahan,73,,
12142,Mooneennahasragh,An Clochán,19,,
12143,Moress,Inch Island,134,55.070730749999996,-7.479862967042433
12144,Moross,Rosnakill,21,55.19540525,-7.704701187076774
12145,Mossfield,Mín an Lábáin,6,54.9781502,-7.926841690700469
12146,Mossy Glen,Greencastle,49,,
12147,Mountainpark (ED Figart),Figart,21,54.8901975,-7.597824044784437
12149,Mountcharles,Tantallon,491,54.646389,-8.195556
12150,Mounthall,Gleneely,57,54.764095499999996,-7.6954942571186855
12151,Mountpleasure,Mín an Lábáin,21,54.97968925,-7.900287948420358
12152,Moy,Maol Mosóg,9,54.75105135,-8.38948127337
12154,Moyle (ED Ballyarr),Ballyarr,28,55.06849455,-7.704544782034716
12155,Moyle (ED Newtown Cunningham),Newtown Cunningham,29,54.99494745,-7.534716077083344
12156,Moylehill,Ballyarr,26,55.0607359,-7.708041537393841
12157,Moylemoss,Newtown Cunningham,7,54.99998455,-7.523596867646255
12158,Moyne,Tullynaught,15,54.631702250000004,-8.057393651972989
12159,Moyra Glebe,Na Croisbhealaí,90,55.1140121,-8.052943146940489
12160,Muckros (ED Donegal),Donegal,37,54.613056,-8.581111
12161,Muckros (ED Largymore),An Leargaidh Mhór,27,54.613056,-8.581111
12162,Muff (ED Culdaff),Culdaff,169,55.28995605,-7.172620631882407
12163,Muff (ED Kilderry),Kilderry,843,55.0674714,-7.2691516
12164,Muineagh (ED Desertegny),Desertegny,65,55.194167,-7.530278
12165,Muineagh (ED Fanad West),Fánaid Thiar,24,55.185489200000006,-7.727004354514756
12166,Mullafin,Kincraigy,19,54.9001431,-7.5904932
12168,Mullaghaneary,Gleneely,31,54.768747399999995,-7.725642398134591
12169,Mullaghanny,Clonleigh North,27,54.85794535,-7.561087763355932
12170,Mullaghderg,Anagaire,49,55.03511685,-8.39195060997188
12171,Mullaghderg Mountain Pasture,Anagaire,64,55.016447799999995,-8.363199347877856
12172,Mullaghdoo Scotch,Anagaire,157,55.0284324,-8.348737986353457
12173,Mullaghdoo Irish,Anagaire,28,55.03820495,-8.355571304097204
12174,Mullagheep,Ballyarr,20,55.0270082,-7.72110107823927
12179,Mullanacross,Ballintra,20,54.589167,-8.162778
